 Mh1       Mh2      Mhc      ld345        ld         Omega       protonSI     Br(H->h1h1)    Br(H->h2h2)   Br(H->h-h+)     Width_H      HB     HS      R      v_stab     LEP    S        T   
147.00   148.00   148.00   1.000E-02   8.000E+00   8.939E-03    2.331E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
148.00   149.00   149.00   1.000E-02   8.000E+00   9.051E-03    2.299E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
149.00   150.00   150.00   1.000E-02   8.000E+00   9.162E-03    2.267E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
150.00   151.00   151.00   1.000E-02   8.000E+00   9.277E-03    2.237E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
151.00   152.00   152.00   1.000E-02   8.000E+00   9.391E-03    2.206E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
152.00   153.00   153.00   1.000E-02   8.000E+00   9.506E-03    2.177E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.002    0.000 
153.00   154.00   154.00   1.000E-02   8.000E+00   9.622E-03    2.148E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
154.00   155.00   155.00   1.000E-02   8.000E+00   9.737E-03    2.119E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
155.00   156.00   156.00   1.000E-02   8.000E+00   9.856E-03    2.091E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
156.00   157.00   157.00   1.000E-02   8.000E+00   9.975E-03    2.064E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
157.00   158.00   158.00   1.000E-02   8.000E+00   1.009E-02    2.037E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
158.00   159.00   159.00   1.000E-02   8.000E+00   1.021E-02    2.011E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
